user-input,desired output
Do we have a PE that will open the station list and emit waveform streams?,PE_MATCH: seismic_preparation_workflow.StreamRead
"Find me a Processing Element for generate random integers between 1 and 1000, please.",PE_MATCH: even_odd_workflow.NumberProducer
Give me the PE for show the numbers that passed the prime check.,PE_MATCH: skew_workflow.PrintPrime
I want a workflow that can take station waveform data and produce prepared seismic outputs.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
Give me the PE for normalise temperature values onto a 0 to 1 scale.,PE_MATCH: sensor_workflow.NormalizeDataPE
Could you find a workflow that parse invoices and extract VAT numbers?,NO_MATCH_WORKFLOW
"I would like a workflow that get pandemic case time series, extract dates and daily confirmed cases, then visualise them.",WORKFLOW_MATCH: covid_workflow
Need a PE which can downsample dict-serialised waveform traces.,PE_MATCH: seismic_preparation_dict_workflow.Decimate
Need a PE which can calculate the FFT of seismic waveform data.,PE_MATCH: seismic_preparation_workflow.CalculateFft
"Give me a workflow for generate random numbers with uneven timing, check which ones are prime, and print the primes.",WORKFLOW_MATCH: skew_workflow
Give me a workflow for read time-series data and produce some analysis from it.,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
"Find me a Processing Element for detrend dict-serialised seismic stream data, please.",PE_MATCH: seismic_preparation_dict_workflow.Detrend
"Do we have a PE that will convert to stream, remove response, and serialise again?",PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
I need a Processing Element to parse a COVID record and keep the date plus daily confirmed cases.,PE_MATCH: covid_workflow.DataProcessor
"Find me a workflow for pull COVID-19 India data, process daily cases, and produce a graph, please.",WORKFLOW_MATCH: covid_workflow
I need a workflow to do the galaxy VOTable extinction calculation.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
"Find me a workflow for run something useful for skewed workload experiments, please.",MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
"Find me a Processing Element for calculate the internal extinction value for a galaxy, please.",PE_MATCH: internal_extinction_workflow.InternalExtinction
Can you point me to a processing element for spectrally whiten seismic data?,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
I want a workflow that can route numbers to even and odd branches and pair the results.,WORKFLOW_MATCH: even_odd_workflow
Give me a workflow for prepare seismic streams using dictionary/list serialisation between steps before saving the result.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Is there a Processing Element in the registry to hash a password?,NO_MATCH_PE
"Find me a Processing Element for read coordinate input lines and add a search radius, please.",PE_MATCH: internal_extinction_workflow.ReadRaDec
Which PE should I use to do the final FFT step in the seismic pipeline?,PE_MATCH: seismic_preparation_workflow.CalculateFft
Could you find the PE that can save dict-based seismic preparation output to files?,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Please find a Processing Element that uploads results to SharePoint.,NO_MATCH_PE
I am looking for a PE to decimate traces before filtering.,PE_MATCH: seismic_preparation_workflow.Decimate
Is there a workflow in you that can detect faces in photos and blur them?,NO_MATCH_WORKFLOW
"Find me a workflow for prepare raw seismology traces for correlation-style processing, please.",WORKFLOW_MATCH: seismic_preparation_workflow
Need a PE which can spectrally whiten seismic data in the dict workflow.,PE_MATCH: seismic_preparation_dict_workflow.Whiten
Could you find the PE that can load coordinate rows for galaxies?,PE_MATCH: internal_extinction_workflow.ReadRaDec
I want a PE that can parse the VOTable and keep the columns needed for internal extinction.,PE_MATCH: internal_extinction_workflow.FilterColumns
Give me the workflow for something that can run a workflow that prepares real-world measurement data.,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
I want the PE that can consume prepared waveform results and store them.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
Give me the PE for remove a simple trend from waveform traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
I need a Processing Element to produce coordinate records for the skew version.,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
Show me a processing element that can cluster documents by topic.,NO_MATCH_PE
I would like the PE that read coordinate input lines and add a search radius.,PE_MATCH: internal_extinction_workflow.ReadRaDec
I want the PE that can apply the configured normalization method to a seismic stream.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Show me a processing element that can keep or transform only the useful part of the data.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
"Give me the workflow for something that can prepare seismic streams by reading station files, decimating, detrending, demeaning, removing response, filtering, normalising, whitening, doing FFT, and saving output.",WORKFLOW_MATCH: seismic_preparation_workflow
"Show me a processing element that can convert to stream, remove response, and serialise again.",PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
Show me a processing element that can flatten the spectrum of seismic streams.,PE_MATCH: seismic_preparation_workflow.Whiten
Show me a processing element that can subtract the mean from a seismic stream.,PE_MATCH: seismic_preparation_workflow.Demean
I want a workflow that can preprocess seismic waveform data from station inputs and save prepared SAC/numpy files.,WORKFLOW_MATCH: seismic_preparation_workflow
I would like a workflow that test a skewed astronomical workflow that reads RA/Dec and computes internal extinction.,WORKFLOW_MATCH: internal_extinction_skew_workflow
"Need a workflow which can take timestamped temperature data, normalise it, flag outliers, and summarise averages.",WORKFLOW_MATCH: sensor_workflow
"Find me a Processing Element for normalise temperature values onto a 0 to 1 scale, please.",PE_MATCH: sensor_workflow.NormalizeDataPE
Can you give me a workflow for process astronomical galaxy coordinates and calculate internal extinction?,WORKFLOW_MATCH: internal_extinction_workflow
I need a workflow to translate Spanish text into English.,NO_MATCH_WORKFLOW
I need a workflow to use the dict variant of the seismic preprocessing workflow.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Could you find the PE that can apply whitening after converting dict data to ObsPy stream?,PE_MATCH: seismic_preparation_dict_workflow.Whiten
Which workflow should I use to read RA/Dec and compute galaxy extinction values?,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Give me the Processing Element that queries Vizier for the VOTable.,MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
Give me a Processing Element for something that can load waveform files from station names.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
I want the PE that can compute ai from galaxy morphology type and logr25.,PE_MATCH: internal_extinction_workflow.InternalExtinction
I need a Processing Element to demean waveform data.,PE_MATCH: seismic_preparation_workflow.Demean
Do we have a PE that will demean dictionary-serialised seismic stream data?,PE_MATCH: seismic_preparation_dict_workflow.Demean
Can you point me to a processing element for pair one odd number with one even number?,PE_MATCH: even_odd_workflow.PairProducer
Show me the workflow that run the internal extinction galaxy workflow but with a skewed workload in the VO query step.,WORKFLOW_MATCH: internal_extinction_skew_workflow
Which PE should I use to correct dict-serialised seismic data using inventory XML?,PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
"Find me a Processing Element for parse a COVID record and keep the date plus daily confirmed cases, please.",PE_MATCH: covid_workflow.DataProcessor
Give me the PE for send an email alert through Gmail.,NO_MATCH_PE
I want a PE that can write the final seismic output per station.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
"Give me the workflow for something that can generate random numbers with uneven timing, check which ones are prime, and print the primes.",WORKFLOW_MATCH: skew_workflow
Give me a workflow for read seismic stations and create preprocessed waveform outputs.,WORKFLOW_MATCH: seismic_preparation_workflow
I want the PE that can load a parquet file from S3.,NO_MATCH_PE
I need a workflow to read seismic stations and create preprocessed waveform outputs.,WORKFLOW_MATCH: seismic_preparation_workflow
I would like the PE that apply the internal_extinction formula.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Give me the PE for apply a whitening step to waveform traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
Can you give me a workflow for run a prime-number example where the work arrives with skewed sleep times?,WORKFLOW_MATCH: skew_workflow
Give me a Processing Element for something that can store the final results from the dict seismic workflow.,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
I am looking for a PE to compute the Fourier transform for station streams.,PE_MATCH: seismic_preparation_workflow.CalculateFft
"Do we have a workflow that will preprocess seismic waveform data through decimation, filtering, normalisation and FFT?",MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
"Find me a Processing Element for produce random numbers slowly and unevenly, please.",PE_MATCH: skew_workflow.NumberProducer
Show me the workflow that create a PowerPoint deck from a CSV file.,NO_MATCH_WORKFLOW
I want a workflow that can translate Spanish text into English.,NO_MATCH_WORKFLOW
Can you point me to a processing element for run OCR on a scanned page?,NO_MATCH_PE
I want a PE that can compute ai from galaxy morphology type and logr25.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Do we have a PE that will bandpass filter dictionary-serialised seismic data?,PE_MATCH: seismic_preparation_dict_workflow.Filter
Which workflow should I use to forecast tomorrow's weather using a live API?,NO_MATCH_WORKFLOW
